Source,Target,Type,Weight,videos
UCw4oC8BM2zK5KRKMnJ5IfIw,UCwERN11OkbSLr5jb9nLw0yw,Undirected,3,3
UCdpN_SlX2Ulz19C7BbBbM7w,UCm6jEiJbsblxReW1kLh45hQ,Undirected,1,1
UCkksVnsKY9FF0X6JHsFdehA,UCm6jEiJbsblxReW1kLh45hQ,Undirected,1,1
UCm6jEiJbsblxReW1kLh45hQ,UCw4oC8BM2zK5KRKMnJ5IfIw,Undirected,1,1
UCm6jEiJbsblxReW1kLh45hQ,UCxWKH_N5Iw0_4MuWmeC1a6g,Undirected,1,1
UCwERN11OkbSLr5jb9nLw0yw,UCxWKH_N5Iw0_4MuWmeC1a6g,Undirected,1,1
UCC8aHmAbXyB1rTfiSVTTq4A,UCdpN_SlX2Ulz19C7BbBbM7w,Undirected,1,1
UCC8aHmAbXyB1rTfiSVTTq4A,UCkksVnsKY9FF0X6JHsFdehA,Undirected,1,1
UCC8aHmAbXyB1rTfiSVTTq4A,UCrkImHu9Jbtn6QmZ5aCPDdw,Undirected,1,1
UCC8aHmAbXyB1rTfiSVTTq4A,UCw4oC8BM2zK5KRKMnJ5IfIw,Undirected,1,1
UCdpN_SlX2Ulz19C7BbBbM7w,UCrkImHu9Jbtn6QmZ5aCPDdw,Undirected,1,1
UCrkImHu9Jbtn6QmZ5aCPDdw,UCw4oC8BM2zK5KRKMnJ5IfIw,Undirected,1,1
UCdpN_SlX2Ulz19C7BbBbM7w,UCuRjblLY45sDLdpzZOPaNeQ,Undirected,1,1
UCkksVnsKY9FF0X6JHsFdehA,UCuRjblLY45sDLdpzZOPaNeQ,Undirected,1,1
UCuRjblLY45sDLdpzZOPaNeQ,UCw4oC8BM2zK5KRKMnJ5IfIw,Undirected,1,1
UCuRjblLY45sDLdpzZOPaNeQ,UCxWKH_N5Iw0_4MuWmeC1a6g,Undirected,1,1
UCkksVnsKY9FF0X6JHsFdehA,UCrlcGMMCVLq69M0RZo6PGOA,Undirected,1,1
UCrlcGMMCVLq69M0RZo6PGOA,UCw4oC8BM2zK5KRKMnJ5IfIw,Undirected,1,1
UCMrrA4mjaYpt2FH6QnEP8nw,UCSOfUqPoqpp5aWDDnAyv94g,Undirected,4,4
UCA9T9gGToIod7Q1fNNb1Q4g,UCSOfUqPoqpp5aWDDnAyv94g,Undirected,6,6
UCDRq9rLd6BDjNZ_Q3UZmhxA,UCq6m0VAIJQYf5iFjharyiDQ,Undirected,1,1
UCDRq9rLd6BDjNZ_Q3UZmhxA,UCrxEEPKIg4FGDZ-bo6UtrYw,Undirected,3,3
UCq6m0VAIJQYf5iFjharyiDQ,UCrxEEPKIg4FGDZ-bo6UtrYw,Undirected,2,2
UC70KC06PCCjE33OW6JpbMiQ,UCMfqMhCChLRvdg39J-YbfMw,Undirected,1,1
UC70KC06PCCjE33OW6JpbMiQ,UCq6m0VAIJQYf5iFjharyiDQ,Undirected,1,1
UCMfqMhCChLRvdg39J-YbfMw,UCdRN7VtwbDseJNdem3Yi7QQ,Undirected,1,1
UCMfqMhCChLRvdg39J-YbfMw,UCq6m0VAIJQYf5iFjharyiDQ,Undirected,1,1
UCMfqMhCChLRvdg39J-YbfMw,UCrxEEPKIg4FGDZ-bo6UtrYw,Undirected,1,1
UCdRN7VtwbDseJNdem3Yi7QQ,UCq6m0VAIJQYf5iFjharyiDQ,Undirected,1,1
UCdRN7VtwbDseJNdem3Yi7QQ,UCrxEEPKIg4FGDZ-bo6UtrYw,Undirected,4,4
UCdRN7VtwbDseJNdem3Yi7QQ,UCzA0s7UPiLgjHsP2dUTRa5A,Undirected,1,1
UCrxEEPKIg4FGDZ-bo6UtrYw,UCzA0s7UPiLgjHsP2dUTRa5A,Undirected,2,2
UC9UHK5vqT0aZZDADyFWteyQ,UCns07oxj-Lo4Oo-dN1e8CKA,Undirected,2,2
UC9UHK5vqT0aZZDADyFWteyQ,UCrxEEPKIg4FGDZ-bo6UtrYw,Undirected,5,5
UCdRN7VtwbDseJNdem3Yi7QQ,UCns07oxj-Lo4Oo-dN1e8CKA,Undirected,1,1
UCns07oxj-Lo4Oo-dN1e8CKA,UCrxEEPKIg4FGDZ-bo6UtrYw,Undirected,2,2
UC70KC06PCCjE33OW6JpbMiQ,UCzA0s7UPiLgjHsP2dUTRa5A,Undirected,2,2
UCDRq9rLd6BDjNZ_Q3UZmhxA,UCzA0s7UPiLgjHsP2dUTRa5A,Undirected,1,1
UC70KC06PCCjE33OW6JpbMiQ,UCZfl3VUKKGhO1pTyKD88q-A,Undirected,1,1
UC70KC06PCCjE33OW6JpbMiQ,UCns07oxj-Lo4Oo-dN1e8CKA,Undirected,1,1
UC9UHK5vqT0aZZDADyFWteyQ,UCZfl3VUKKGhO1pTyKD88q-A,Undirected,1,1
UCZfl3VUKKGhO1pTyKD88q-A,UCns07oxj-Lo4Oo-dN1e8CKA,Undirected,1,1
UCZfl3VUKKGhO1pTyKD88q-A,UCrxEEPKIg4FGDZ-bo6UtrYw,Undirected,1,1
UC70KC06PCCjE33OW6JpbMiQ,UCYi97rWysHQHsIgTRmi0Phg,Undirected,1,1
UC9UHK5vqT0aZZDADyFWteyQ,UCYi97rWysHQHsIgTRmi0Phg,Undirected,1,1
UCYi97rWysHQHsIgTRmi0Phg,UCrxEEPKIg4FGDZ-bo6UtrYw,Undirected,1,1
UC9UHK5vqT0aZZDADyFWteyQ,UCDRq9rLd6BDjNZ_Q3UZmhxA,Undirected,8,8
UCDRq9rLd6BDjNZ_Q3UZmhxA,UCdRN7VtwbDseJNdem3Yi7QQ,Undirected,4,4
UC2btfGWRrDc8N_nDvG91vrg,UCqubyXLVaeAiVGzdWNQa7Lg,Undirected,1,1
UC2btfGWRrDc8N_nDvG91vrg,UCyfTZv0BO-12O0t-vfLliXg,Undirected,1,1
UCqubyXLVaeAiVGzdWNQa7Lg,UCyfTZv0BO-12O0t-vfLliXg,Undirected,1,1
UC2QQ8NYbWkQqS-KlmNzOqXA,UCLam0VF0cRczAQZKZxwg7ZA,Undirected,1,1
UC2QQ8NYbWkQqS-KlmNzOqXA,UCqubyXLVaeAiVGzdWNQa7Lg,Undirected,1,1
UCLam0VF0cRczAQZKZxwg7ZA,UCqubyXLVaeAiVGzdWNQa7Lg,Undirected,1,1
UC70KC06PCCjE33OW6JpbMiQ,UCD6gRf04IeY7JInEAD1wRHA,Undirected,3,3
UC70KC06PCCjE33OW6JpbMiQ,UCSAiKB2l3xVfe6n8eO6VvhQ,Undirected,6,6
UCD6gRf04IeY7JInEAD1wRHA,UCSAiKB2l3xVfe6n8eO6VvhQ,Undirected,1,1
UCD6gRf04IeY7JInEAD1wRHA,UCqubyXLVaeAiVGzdWNQa7Lg,Undirected,2,2
UCSAiKB2l3xVfe6n8eO6VvhQ,UCqubyXLVaeAiVGzdWNQa7Lg,Undirected,1,1
UC2yTh7Leliw3dzN7r_RuUnw,UC47rNmkDcNgbOcM-2BwzJTQ,Undirected,1,1
UC2yTh7Leliw3dzN7r_RuUnw,UCRLB3xanJ0-RLL2OttwvSjw,Undirected,1,1
UC2yTh7Leliw3dzN7r_RuUnw,UCkkCjOolP8j0msk0RCxMSLA,Undirected,1,1
UC2yTh7Leliw3dzN7r_RuUnw,UCqubyXLVaeAiVGzdWNQa7Lg,Undirected,1,1
UC47rNmkDcNgbOcM-2BwzJTQ,UCRLB3xanJ0-RLL2OttwvSjw,Undirected,1,1
UC47rNmkDcNgbOcM-2BwzJTQ,UCkkCjOolP8j0msk0RCxMSLA,Undirected,1,1
UC47rNmkDcNgbOcM-2BwzJTQ,UCqubyXLVaeAiVGzdWNQa7Lg,Undirected,1,1
UCRLB3xanJ0-RLL2OttwvSjw,UCkkCjOolP8j0msk0RCxMSLA,Undirected,1,1
UCRLB3xanJ0-RLL2OttwvSjw,UCqubyXLVaeAiVGzdWNQa7Lg,Undirected,1,1
UCkkCjOolP8j0msk0RCxMSLA,UCqubyXLVaeAiVGzdWNQa7Lg,Undirected,1,1
UC70KC06PCCjE33OW6JpbMiQ,UCs0-pPllX1LRo1Uu5X00z9A,Undirected,2,2
UCD6gRf04IeY7JInEAD1wRHA,UCs0-pPllX1LRo1Uu5X00z9A,Undirected,2,2
UCqubyXLVaeAiVGzdWNQa7Lg,UCs0-pPllX1LRo1Uu5X00z9A,Undirected,1,1
UCJlLdDxkFHtxY9IhVWJuK-w,UCdUeCfLZu5sEM_9QCRDjm4A,Undirected,5,5
UCJlLdDxkFHtxY9IhVWJuK-w,UCqubyXLVaeAiVGzdWNQa7Lg,Undirected,1,1
UCdUeCfLZu5sEM_9QCRDjm4A,UCqubyXLVaeAiVGzdWNQa7Lg,Undirected,1,1
UCDRq9rLd6BDjNZ_Q3UZmhxA,UCDzT2ahM07g4np7Rf6fDa7A,Undirected,7,7
UC9UHK5vqT0aZZDADyFWteyQ,UChgIczA16Y0Z6-7va5g_55g,Undirected,1,1
UCDRq9rLd6BDjNZ_Q3UZmhxA,UChgIczA16Y0Z6-7va5g_55g,Undirected,1,1
UCDzT2ahM07g4np7Rf6fDa7A,UChgIczA16Y0Z6-7va5g_55g,Undirected,1,1
UC70KC06PCCjE33OW6JpbMiQ,UCaemRfCnd8w4TkFwi_rmCMw,Undirected,1,1
UC70KC06PCCjE33OW6JpbMiQ,UCk3FjyIa_T5bonkDrG4giWA,Undirected,1,1
UCDzT2ahM07g4np7Rf6fDa7A,UCaemRfCnd8w4TkFwi_rmCMw,Undirected,1,1
UCDzT2ahM07g4np7Rf6fDa7A,UCk3FjyIa_T5bonkDrG4giWA,Undirected,1,1
UCaemRfCnd8w4TkFwi_rmCMw,UCk3FjyIa_T5bonkDrG4giWA,Undirected,1,1
UCaemRfCnd8w4TkFwi_rmCMw,UCrxEEPKIg4FGDZ-bo6UtrYw,Undirected,1,1
UCk3FjyIa_T5bonkDrG4giWA,UCrxEEPKIg4FGDZ-bo6UtrYw,Undirected,1,1
UCDRq9rLd6BDjNZ_Q3UZmhxA,UCRsAsv_dOl_VVs2e_-Z07Ow,Undirected,4,4
UCDRq9rLd6BDjNZ_Q3UZmhxA,UCmhxr4Ky20hRZQGcBnjm8yg,Undirected,1,1
UCDRq9rLd6BDjNZ_Q3UZmhxA,UCv7dAeDF-Z9bNwUI6wIRNiQ,Undirected,1,1
UCDzT2ahM07g4np7Rf6fDa7A,UCRsAsv_dOl_VVs2e_-Z07Ow,Undirected,1,1
UCDzT2ahM07g4np7Rf6fDa7A,UCmhxr4Ky20hRZQGcBnjm8yg,Undirected,1,1
UCDzT2ahM07g4np7Rf6fDa7A,UCv7dAeDF-Z9bNwUI6wIRNiQ,Undirected,1,1
UCRsAsv_dOl_VVs2e_-Z07Ow,UCdRN7VtwbDseJNdem3Yi7QQ,Undirected,3,3
UCRsAsv_dOl_VVs2e_-Z07Ow,UCmhxr4Ky20hRZQGcBnjm8yg,Undirected,1,1
UCRsAsv_dOl_VVs2e_-Z07Ow,UCv7dAeDF-Z9bNwUI6wIRNiQ,Undirected,1,1
UCdRN7VtwbDseJNdem3Yi7QQ,UCmhxr4Ky20hRZQGcBnjm8yg,Undirected,1,1
UCdRN7VtwbDseJNdem3Yi7QQ,UCv7dAeDF-Z9bNwUI6wIRNiQ,Undirected,1,1
UCmhxr4Ky20hRZQGcBnjm8yg,UCv7dAeDF-Z9bNwUI6wIRNiQ,Undirected,1,1
UCImjuO4LYMLZlv6kIoDQJsA,UCV79VEHYpq5XcOHMIfB-WIQ,Undirected,2,2
UCEESKp-1lLJLOSsz-gfpHnw,UCImjuO4LYMLZlv6kIoDQJsA,Undirected,2,2
UCEESKp-1lLJLOSsz-gfpHnw,UCV79VEHYpq5XcOHMIfB-WIQ,Undirected,2,2
UCal7UeYHpoeLMKW06Z8UMbQ,UCvnxCUF9IkmN_9R4TUFhCEA,Undirected,1,1
UCCdH3zfATBwcXk-JRTzIkUw,UCNdPi8bq8lsASQKGVnn6K9w,Undirected,1,1
UCCdH3zfATBwcXk-JRTzIkUw,UCvnxCUF9IkmN_9R4TUFhCEA,Undirected,1,1
UCNdPi8bq8lsASQKGVnn6K9w,UCvnxCUF9IkmN_9R4TUFhCEA,Undirected,1,1
UCrUS5RSX8DXSA17_TInQ7Vw,UCvnxCUF9IkmN_9R4TUFhCEA,Undirected,2,2
UCmMGaRtBqqcmMj1WotyL6sA,UCvnxCUF9IkmN_9R4TUFhCEA,Undirected,1,1
UCuwXBMETP_ah1mrKFPfTFuQ,UCvnxCUF9IkmN_9R4TUFhCEA,Undirected,1,1
UCDRq9rLd6BDjNZ_Q3UZmhxA,UCkJ2rD1YFB6DceMNwrGeX-A,Undirected,1,1
UCUCeZaZeJbEYAAzvMgrKOPQ,UCrnX-RrSu3jK-auhcDGpvAw,Undirected,1,1
UCUCeZaZeJbEYAAzvMgrKOPQ,UCzdfCkKHKWhs7t0s9oIja_w,Undirected,2,2
UCrnX-RrSu3jK-auhcDGpvAw,UCzdfCkKHKWhs7t0s9oIja_w,Undirected,2,2
UCUjrjmN9IyqaXS48mLVzNDA,UCvpredjG93ifbCP1Y77JyFA,Undirected,1,1
UCUjrjmN9IyqaXS48mLVzNDA,UCzdfCkKHKWhs7t0s9oIja_w,Undirected,1,1
UCvpredjG93ifbCP1Y77JyFA,UCzdfCkKHKWhs7t0s9oIja_w,Undirected,1,1
UCQ9WCTYKyfuS_uXmfsK5Yuw,UCs_JXkJSday559nNwXrhD-A,Undirected,1,1
UCOODaB6wSX0UYO9W7jwlLbA,UCs_JXkJSday559nNwXrhD-A,Undirected,1,1
UCs_JXkJSday559nNwXrhD-A,UCyWgKIhhM24GeaudeWtME5g,Undirected,1,1
UC-5MT-BUxTzkPTWMediyV0w,UCs_JXkJSday559nNwXrhD-A,Undirected,1,1
UC9yqlTFEki692RTzQrtOPvw,UCES0OcYuXbNOB9fG5SWGFoA,Undirected,16,16
UC9yqlTFEki692RTzQrtOPvw,UColg0c5OtmPZ2uGuJaQhI7w,Undirected,16,16
UC9yqlTFEki692RTzQrtOPvw,UCvayv7u6HrpENlleXekJ2fg,Undirected,1,1
UCES0OcYuXbNOB9fG5SWGFoA,UColg0c5OtmPZ2uGuJaQhI7w,Undirected,16,16
UCES0OcYuXbNOB9fG5SWGFoA,UCvayv7u6HrpENlleXekJ2fg,Undirected,1,1
UColg0c5OtmPZ2uGuJaQhI7w,UCvayv7u6HrpENlleXekJ2fg,Undirected,1,1
UC9yqlTFEki692RTzQrtOPvw,UCvk9eMiPc347J31zk6aRG4A,Undirected,1,1
UCES0OcYuXbNOB9fG5SWGFoA,UCvk9eMiPc347J31zk6aRG4A,Undirected,1,1
UColg0c5OtmPZ2uGuJaQhI7w,UCvk9eMiPc347J31zk6aRG4A,Undirected,1,1
UC9yqlTFEki692RTzQrtOPvw,UCJ28AWXjdblypBGX5G-kd0A,Undirected,1,1
UCES0OcYuXbNOB9fG5SWGFoA,UCJ28AWXjdblypBGX5G-kd0A,Undirected,1,1
UCJ28AWXjdblypBGX5G-kd0A,UColg0c5OtmPZ2uGuJaQhI7w,Undirected,1,1
UC9yqlTFEki692RTzQrtOPvw,UCoSrY_IQQVpmIRZ9Xf-y93g,Undirected,1,1
UCES0OcYuXbNOB9fG5SWGFoA,UCoSrY_IQQVpmIRZ9Xf-y93g,Undirected,1,1
UCoSrY_IQQVpmIRZ9Xf-y93g,UColg0c5OtmPZ2uGuJaQhI7w,Undirected,1,1
UC9yqlTFEki692RTzQrtOPvw,UCfYdp-zYm8NiavuWaDy0-PQ,Undirected,2,2
UCES0OcYuXbNOB9fG5SWGFoA,UCfYdp-zYm8NiavuWaDy0-PQ,Undirected,2,2
UCfYdp-zYm8NiavuWaDy0-PQ,UColg0c5OtmPZ2uGuJaQhI7w,Undirected,2,2
UCMiO2HMKFPz5aHCZGlgUAEQ,UCSjyOwGqx_BK2Cd9ZsPZkiA,Undirected,1,1
UCMiO2HMKFPz5aHCZGlgUAEQ,UCdRN7VtwbDseJNdem3Yi7QQ,Undirected,1,1
UCSjyOwGqx_BK2Cd9ZsPZkiA,UCdRN7VtwbDseJNdem3Yi7QQ,Undirected,1,1
UCbQ2WBPvmZxiaKCfNiBrvuA,UCdRN7VtwbDseJNdem3Yi7QQ,Undirected,1,1
UC9UHK5vqT0aZZDADyFWteyQ,UCSAiKB2l3xVfe6n8eO6VvhQ,Undirected,1,1
UC70KC06PCCjE33OW6JpbMiQ,UCY0Zb2Bcz81hO1RndNOj6Mw,Undirected,1,1
UC9UHK5vqT0aZZDADyFWteyQ,UCY0Zb2Bcz81hO1RndNOj6Mw,Undirected,1,1
UCDRq9rLd6BDjNZ_Q3UZmhxA,UCY0Zb2Bcz81hO1RndNOj6Mw,Undirected,1,1
UC9UHK5vqT0aZZDADyFWteyQ,UCs0-pPllX1LRo1Uu5X00z9A,Undirected,1,1
UCDzT2ahM07g4np7Rf6fDa7A,UCs0-pPllX1LRo1Uu5X00z9A,Undirected,1,1
UC70KC06PCCjE33OW6JpbMiQ,UCY30JRSgfhYXA6i6xX1erWg,Undirected,1,1
UC9UHK5vqT0aZZDADyFWteyQ,UCY30JRSgfhYXA6i6xX1erWg,Undirected,1,1
UC70KC06PCCjE33OW6JpbMiQ,UCRsAsv_dOl_VVs2e_-Z07Ow,Undirected,2,2
UC9UHK5vqT0aZZDADyFWteyQ,UCRsAsv_dOl_VVs2e_-Z07Ow,Undirected,3,3
UC9UHK5vqT0aZZDADyFWteyQ,UCM6lVJqV-EYcFRXtFm3KaDg,Undirected,1,1
UC9UHK5vqT0aZZDADyFWteyQ,UCVfdOit3UXH_LLLFW03yQDA,Undirected,1,1
UCM6lVJqV-EYcFRXtFm3KaDg,UCVfdOit3UXH_LLLFW03yQDA,Undirected,1,1
UCaNMWnRubJEaglefIO3gRnQ,UCq6m0VAIJQYf5iFjharyiDQ,Undirected,8,8
UC70KC06PCCjE33OW6JpbMiQ,UCvpredjG93ifbCP1Y77JyFA,Undirected,2,2
UCaNMWnRubJEaglefIO3gRnQ,UCvpredjG93ifbCP1Y77JyFA,Undirected,1,1
UCKsD7Yt1Tn8rf5UdNLL4tPQ,UCaNMWnRubJEaglefIO3gRnQ,Undirected,1,1
UCKsD7Yt1Tn8rf5UdNLL4tPQ,UCq6m0VAIJQYf5iFjharyiDQ,Undirected,1,1
UCaNMWnRubJEaglefIO3gRnQ,UCpgxgkifUGSKg9dNFE5Vo7Q,Undirected,1,1
UCpgxgkifUGSKg9dNFE5Vo7Q,UCq6m0VAIJQYf5iFjharyiDQ,Undirected,1,1
UCaNMWnRubJEaglefIO3gRnQ,UCchlf66z1NueAv8xY117Lmw,Undirected,1,1
UCchlf66z1NueAv8xY117Lmw,UCq6m0VAIJQYf5iFjharyiDQ,Undirected,1,1
UC5CzljoHLwvb6VDSTEaEgzw,UC9zurqZbII_zuEEYBaO3QzQ,Undirected,6,6
UC5CzljoHLwvb6VDSTEaEgzw,UCaNMWnRubJEaglefIO3gRnQ,Undirected,1,1
UC5CzljoHLwvb6VDSTEaEgzw,UCdUeCfLZu5sEM_9QCRDjm4A,Undirected,6,6
UC5CzljoHLwvb6VDSTEaEgzw,UCgRgH7nHGEV7q0QrtIuWoUA,Undirected,1,1
UC9zurqZbII_zuEEYBaO3QzQ,UCaNMWnRubJEaglefIO3gRnQ,Undirected,3,3
UC9zurqZbII_zuEEYBaO3QzQ,UCdUeCfLZu5sEM_9QCRDjm4A,Undirected,8,8
UC9zurqZbII_zuEEYBaO3QzQ,UCgRgH7nHGEV7q0QrtIuWoUA,Undirected,2,2
UCaNMWnRubJEaglefIO3gRnQ,UCdUeCfLZu5sEM_9QCRDjm4A,Undirected,3,3
UCaNMWnRubJEaglefIO3gRnQ,UCgRgH7nHGEV7q0QrtIuWoUA,Undirected,1,1
UCdUeCfLZu5sEM_9QCRDjm4A,UCgRgH7nHGEV7q0QrtIuWoUA,Undirected,1,1
UCaNMWnRubJEaglefIO3gRnQ,UCep27mxUiDB2XBOYeUma8dA,Undirected,2,2
UCep27mxUiDB2XBOYeUma8dA,UCq6m0VAIJQYf5iFjharyiDQ,Undirected,3,3
UCU_hpPDJbuzCy0agOi6lJXA,UCbXXdwEVbVbXhosYKn0am6A,Undirected,1,1
UC34c3K7lidpzj6i1PVfsiAA,UCXbbk1ElvOKTzmBMTxD9a7A,Undirected,12,12
UC34c3K7lidpzj6i1PVfsiAA,UCtXpSO4eP7exGA4-8NUEw7A,Undirected,3,3
UC-3Hk5H2es2W966cKH5RGvg,UCYPLPIUCOK3fbMr9ZI2hnbw,Undirected,5,5
UC-3Hk5H2es2W966cKH5RGvg,UCxoKA2D8rwbKK7qNpnpUkDQ,Undirected,5,5
UCYPLPIUCOK3fbMr9ZI2hnbw,UCxoKA2D8rwbKK7qNpnpUkDQ,Undirected,6,6
UCBKbtnP9_d_cVqX4lGCYjRw,UCYPLPIUCOK3fbMr9ZI2hnbw,Undirected,3,3
UCBKbtnP9_d_cVqX4lGCYjRw,UCxoKA2D8rwbKK7qNpnpUkDQ,Undirected,3,3
UCP6zY82r5KApiCtRa5OkgdA,UCYPLPIUCOK3fbMr9ZI2hnbw,Undirected,2,2
UCP6zY82r5KApiCtRa5OkgdA,UCxoKA2D8rwbKK7qNpnpUkDQ,Undirected,2,2
UCBKbtnP9_d_cVqX4lGCYjRw,UCUf1fZH3k9T_WHYouRxT9gQ,Undirected,1,1
UCP6zY82r5KApiCtRa5OkgdA,UCUf1fZH3k9T_WHYouRxT9gQ,Undirected,1,1
UCUf1fZH3k9T_WHYouRxT9gQ,UCYPLPIUCOK3fbMr9ZI2hnbw,Undirected,1,1
UCUf1fZH3k9T_WHYouRxT9gQ,UCxoKA2D8rwbKK7qNpnpUkDQ,Undirected,1,1
UCgSUllu5lFYvn3ztHe8_HBA,UClUi27n4orZIZb4RR5k4fuA,Undirected,1,1
UCgSUllu5lFYvn3ztHe8_HBA,UCq8ZJhr7LVB6kIP6g_y2mDw,Undirected,1,1
UCgSUllu5lFYvn3ztHe8_HBA,UCzrwvapp587lhoRkmjKPDiA,Undirected,1,1
UClUi27n4orZIZb4RR5k4fuA,UCq8ZJhr7LVB6kIP6g_y2mDw,Undirected,1,1
UClUi27n4orZIZb4RR5k4fuA,UCzrwvapp587lhoRkmjKPDiA,Undirected,1,1
UCq8ZJhr7LVB6kIP6g_y2mDw,UCzrwvapp587lhoRkmjKPDiA,Undirected,1,1
UC2Oi_Pfzk-G3HyhnbP5vJLA,UC7SWvZ-izqdaYnY3pSbDZkw,Undirected,4,4
UC2Oi_Pfzk-G3HyhnbP5vJLA,UC2kBjjqPIGo1YEsLBua341A,Undirected,1,1
UC2Oi_Pfzk-G3HyhnbP5vJLA,UC4K0BPhoZW1MzEHnpk_jhHw,Undirected,2,2
UC4K0BPhoZW1MzEHnpk_jhHw,UC7SWvZ-izqdaYnY3pSbDZkw,Undirected,2,2
UC2Oi_Pfzk-G3HyhnbP5vJLA,UCRX5DWtpP2slMfvoiDWW0Rw,Undirected,1,1
UC4K0BPhoZW1MzEHnpk_jhHw,UCRX5DWtpP2slMfvoiDWW0Rw,Undirected,1,1
UC7SWvZ-izqdaYnY3pSbDZkw,UCRX5DWtpP2slMfvoiDWW0Rw,Undirected,1,1
UC6ZQt8cygRUiuIuNUdV70xg,UC_bGCUlgaYAOiMHG627_fIQ,Undirected,1,1
UC6ZQt8cygRUiuIuNUdV70xg,UCi7ld2mR9pvA40qAsw266rg,Undirected,1,1
UC_bGCUlgaYAOiMHG627_fIQ,UCi7ld2mR9pvA40qAsw266rg,Undirected,1,1
UCGWVehdunJpe8gJwUX4j_yQ,UC_bGCUlgaYAOiMHG627_fIQ,Undirected,1,1
UCGWVehdunJpe8gJwUX4j_yQ,UCeF_nhj1NsOx9ACqh358lcA,Undirected,1,1
UCGWVehdunJpe8gJwUX4j_yQ,UClMUyVtehvhiRiEHb_MN5cQ,Undirected,1,1
UC_bGCUlgaYAOiMHG627_fIQ,UCeF_nhj1NsOx9ACqh358lcA,Undirected,1,1
UCeF_nhj1NsOx9ACqh358lcA,UClMUyVtehvhiRiEHb_MN5cQ,Undirected,1,1
UCFXkDxCa_XVcNC7oOEw7U5g,UCQePT4_gTnCeNDKCIQ8aEqg,Undirected,1,1
UC8EuKyUwgP7Ek3Ygow4S8NA,UCQePT4_gTnCeNDKCIQ8aEqg,Undirected,1,1
UCXmaDQRCgEeiZw9ql86Lumg,UCgLEceZtHtnlvDvMIcATXhg,Undirected,1,1
UCXmaDQRCgEeiZw9ql86Lumg,UCd503g4luWdzSsBNKEh1MXQ,Undirected,1,1
UC5SAacRKyV_m533D4W_tKCg,UCXmaDQRCgEeiZw9ql86Lumg,Undirected,3,3
UCBPt2rEhll3CksbZi-e_iug,UCXmaDQRCgEeiZw9ql86Lumg,Undirected,2,2
UCLJiPfQloc2HWiRI02yFxYA,UCRY0lbY0pNJLYGvf_pA7FHw,Undirected,1,1
UCLJiPfQloc2HWiRI02yFxYA,UCTcMUeSJpoHWXEbCsvBDrlg,Undirected,1,1
UCLJiPfQloc2HWiRI02yFxYA,UCUTyHaFnRVkksIWM6ar5gJA,Undirected,1,1
UCLJiPfQloc2HWiRI02yFxYA,UCeqrW5MAQOpPnhtx3d4Jq-g,Undirected,1,1
UCLJiPfQloc2HWiRI02yFxYA,UChSKK9Pfl1ZLnLuAYd3v2dQ,Undirected,1,1
UCRY0lbY0pNJLYGvf_pA7FHw,UCTcMUeSJpoHWXEbCsvBDrlg,Undirected,1,1
UCRY0lbY0pNJLYGvf_pA7FHw,UCUTyHaFnRVkksIWM6ar5gJA,Undirected,1,1
UCRY0lbY0pNJLYGvf_pA7FHw,UCeqrW5MAQOpPnhtx3d4Jq-g,Undirected,1,1
UCRY0lbY0pNJLYGvf_pA7FHw,UChSKK9Pfl1ZLnLuAYd3v2dQ,Undirected,1,1
UCTcMUeSJpoHWXEbCsvBDrlg,UCUTyHaFnRVkksIWM6ar5gJA,Undirected,1,1
UCTcMUeSJpoHWXEbCsvBDrlg,UCeqrW5MAQOpPnhtx3d4Jq-g,Undirected,1,1
UCTcMUeSJpoHWXEbCsvBDrlg,UChSKK9Pfl1ZLnLuAYd3v2dQ,Undirected,1,1
UCUTyHaFnRVkksIWM6ar5gJA,UCeqrW5MAQOpPnhtx3d4Jq-g,Undirected,1,1
UCUTyHaFnRVkksIWM6ar5gJA,UChSKK9Pfl1ZLnLuAYd3v2dQ,Undirected,1,1
UCeqrW5MAQOpPnhtx3d4Jq-g,UChSKK9Pfl1ZLnLuAYd3v2dQ,Undirected,1,1
UCYGb8eLAkV5_PPA5FrIQq0g,UCahV0qNpelNnUJ13aMYDJFg,Undirected,2,2
UCIVKJQ6LUmmqOHadxkPROJQ,UCc3w5ICxoMI1-Ei0llA9QNA,Undirected,1,1
UCahV0qNpelNnUJ13aMYDJFg,UCc3w5ICxoMI1-Ei0llA9QNA,Undirected,2,2
UCahV0qNpelNnUJ13aMYDJFg,UCl1_THrXFH5Au-lJ3MM77iQ,Undirected,1,1
UCc3w5ICxoMI1-Ei0llA9QNA,UCl1_THrXFH5Au-lJ3MM77iQ,Undirected,1,1
UCLKRVZ_80ZZyL7G1NbvpzkQ,UCqVDInNe0qLzDn4dwEALT-g,Undirected,2,2
UCKTA_n4VCxX8W3FcC4c70yQ,UCLKRVZ_80ZZyL7G1NbvpzkQ,Undirected,2,2
UCCLHy8wcmkA-XydMLIJekPg,UCLKRVZ_80ZZyL7G1NbvpzkQ,Undirected,1,1
UC-N8JOegmwj9H2bghzTG0GQ,UCX3PvjGUu8WaU-CiP8wKzww,Undirected,1,1
UCX3PvjGUu8WaU-CiP8wKzww,UCj1dD19IqM7YuuwcoIrykww,Undirected,2,2
UCeaFgoabsZ9Iev8MrrtjguA,UCkcmg8yBpJk5I1fwu0sabJg,Undirected,9,9
